entidad_id,entidad_nombre,distrito_federal,distrito_local,municipio_id,municipio_nombre,seccion
24,SAN LUIS POTOSI,1,1,45,VENADO,1548
24,SAN LUIS POTOSI,1,1,45,VENADO,1549
24,SAN LUIS POTOSI,1,1,45,VENADO,1550
24,SAN LUIS POTOSI,1,1,45,VENADO,1551
24,SAN LUIS POTOSI,1,1,45,VENADO,1552
24,SAN LUIS POTOSI,1,1,45,VENADO,1553
24,SAN LUIS POTOSI,1,1,45,VENADO,1554
24,SAN LUIS POTOSI,1,1,45,VENADO,1555
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1587
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1588
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1589
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1590
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1591
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1593
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1595
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1596
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1597
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1598
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1599
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1600
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1601
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1602
24,SAN LUIS POTOSI,1,1,48,VILLA DE GUADALUPE,1603
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1604
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1605
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1606
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1607
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1608
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1609
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1610
24,SAN LUIS POTOSI,1,1,49,VILLA DE LA PAZ,1611
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,1
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,2
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,3
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,4
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,5
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,6
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,7
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,8
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,9
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,10
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,11
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,12
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,13
24,SAN LUIS POTOSI,1,4,1,AHUALULCO,14
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,555
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,556
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,557
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,558
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,559
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,560
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,561
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,562
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,563
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,564
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,565
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,566
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,567
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,568
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,569
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,570
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,571
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,572
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,573
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,574
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,575
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,576
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,577
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,578
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,579
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,580
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,581
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,582
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,583
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,584
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,585
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,586
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,587
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,588
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,589
24,SAN LUIS POTOSI,1,4,21,MEXQUITIC DE CARMONA,590
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,591
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,592
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,593
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,594
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,596
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,597
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,598
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,599
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,600
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,601
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,602
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,603
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,604
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,605
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,606
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,607
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,608
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,609
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,610
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,611
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,612
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,613
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,614
24,SAN LUIS POTOSI,1,4,22,MOCTEZUMA,615
24,SAN LUIS POTOSI,1,4,25,SALINAS,724
24,SAN LUIS POTOSI,1,4,25,SALINAS,725
24,SAN LUIS POTOSI,1,4,25,SALINAS,726
24,SAN LUIS POTOSI,1,4,25,SALINAS,727
24,SAN LUIS POTOSI,1,4,25,SALINAS,728
24,SAN LUIS POTOSI,1,4,25,SALINAS,729
24,SAN LUIS POTOSI,1,4,25,SALINAS,730
24,SAN LUIS POTOSI,1,4,25,SALINAS,731
24,SAN LUIS POTOSI,1,4,25,SALINAS,732
24,SAN LUIS POTOSI,1,4,25,SALINAS,733
24,SAN LUIS POTOSI,1,4,25,SALINAS,734
24,SAN LUIS POTOSI,1,4,25,SALINAS,735
24,SAN LUIS POTOSI,1,4,25,SALINAS,736
24,SAN LUIS POTOSI,1,4,25,SALINAS,737
24,SAN LUIS POTOSI,1,4,25,SALINAS,738
24,SAN LUIS POTOSI,1,4,25,SALINAS,740
24,SAN LUIS POTOSI,1,4,25,SALINAS,741
24,SAN LUIS POTOSI,1,4,25,SALINAS,742
24,SAN LUIS POTOSI,1,4,25,SALINAS,743
24,SAN LUIS POTOSI,1,4,25,SALINAS,744
24,SAN LUIS POTOSI,1,4,25,SALINAS,745
24,SAN LUIS POTOSI,1,4,25,SALINAS,746
24,SAN LUIS POTOSI,1,4,25,SALINAS,747
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1221
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1222
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1223
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1224
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1225
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1226
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1227
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1228
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1229
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1230
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1231
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1232
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1233
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1234
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1235
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1236
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1237
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1238
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1239
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1240
24,SAN LUIS POTOSI,1,4,34,SANTO DOMINGO,1241
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1612
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1613
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1614
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1615
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1616
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1617
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1618
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1619
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1620
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1621
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1622
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1623
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1624
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1625
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1626
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1627
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1628
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1629
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1630
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1631
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1632
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1633
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1634
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1635
24,SAN LUIS POTOSI,1,4,50,VILLA DE RAMOS,1637
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,165
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,167
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,169
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,170
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,171
24,SAN LUIS POTOSI,2,3,9,CERRO DE SAN PEDRO,172
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1188
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1189
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1190
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1191
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1192
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1193
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1194
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1195
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1196
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1198
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1200
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1201
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1202
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1203
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1204
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1205
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1206
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1207
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1208
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1210
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1211
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1212
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1213
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1214
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1215
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1216
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1217
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1218
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1219
24,SAN LUIS POTOSI,2,3,33,SANTA MARIA DEL RIO,1220
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1507
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1508
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1509
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1510
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1511
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1512
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1513
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1514
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1515
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1516
24,SAN LUIS POTOSI,2,3,43,TIERRA NUEVA,1517
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1569
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1570
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1571
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1572
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1573
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1574
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1575
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1576
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1577
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1578
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1579
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1580
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1581
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1582
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1583
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1584
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1585
24,SAN LUIS POTOSI,2,3,47,VILLA DE ARRIAGA,1586
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1638
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1639
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1640
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1641
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1642
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1643
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1644
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1645
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1646
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1647
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1648
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1649
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1650
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1651
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1652
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1653
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1654
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1655
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1656
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1657
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1658
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1659
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1660
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1661
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1662
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1663
24,SAN LUIS POTOSI,2,3,51,VILLA DE REYES,1664
